strategy_name,submission_id,filename,submitted_at,artifact_path,run_dir,final_pnl,max_pnl,min_pnl,max_drawdown,max_drawdown_pct,first_positive_ts,pnl_slope,pnl_volatility,num_points,time_horizon,peak_to_final_drop,recovery_after_drawdown,trade_count,products,raw_fields_found
ashv2_ask_half_7_ask_mult_0.5_ask_mult_0.25_base_ske_0.25_bid_half_6,188094,198-ashv2_ask_half_7_ask_mult_0.5_ask_mult_0.25_base_ske_0.25_bid_half_6.py,2026-04-16T09:45:40.062000+00:00,runs/2026-04-16_05-45-39_ashv2_ask_half_7_ask_mult_0.5_ask_mult_0.25_base_ske_0.25_bid_half_6/artifact.json,runs/2026-04-16_05-45-39_ashv2_ask_half_7_ask_mult_0.5_ask_mult_0.25_base_ske_0.25_bid_half_6,8611.84375,8611.84375,-682.0,439.09375,0.01625640178423922,7300.0,0.09213845735703255,24.212769071457355,500,99800.0,0.0,9293.84375,,,
ashv2_ask_half_5_ask_mult_0.5_ask_mult_1.0_base_ske_0.5_bid_half_4,188159,199-ashv2_ask_half_5_ask_mult_0.5_ask_mult_1.0_base_ske_0.5_bid_half_4.py,2026-04-16T09:47:36.252000+00:00,runs/2026-04-16_05-47-35_ashv2_ask_half_5_ask_mult_0.5_ask_mult_1.0_base_ske_0.5_bid_half_4/artifact.json,runs/2026-04-16_05-47-35_ashv2_ask_half_5_ask_mult_0.5_ask_mult_1.0_base_ske_0.5_bid_half_4,8347.84375,8347.84375,-682.0,439.09375,0.07097345132743363,7700.0,0.09009969353166475,24.90303644002833,500,99800.0,0.0,9029.84375,,,
ashv2_ask_half_2_ask_mult_0.0_ask_mult_1.0_flatten__1_flatten__12,188259,201-ashv2_ask_half_2_ask_mult_0.0_ask_mult_1.0_flatten__1_flatten__12.py,2026-04-16T09:51:07.013000+00:00,runs/2026-04-16_05-51-06_ashv2_ask_half_2_ask_mult_0.0_ask_mult_1.0_flatten__1_flatten__12/artifact.json,runs/2026-04-16_05-51-06_ashv2_ask_half_2_ask_mult_0.0_ask_mult_1.0_flatten__1_flatten__12,7965.46875,7965.46875,-682.0,439.09375,0.025664708430439654,7900.0,0.08589194451074679,25.01780133807255,500,99800.0,0.0,8647.46875,,,
ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_-0.25_bid_mult_0.25,188341,202-ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_-0.25_bid_mult_0.25.py,2026-04-16T09:53:34.314000+00:00,runs/2026-04-16_05-53-34_ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_-0.25_bid_mult_0.25/artifact.json,runs/2026-04-16_05-53-34_ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_-0.25_bid_mult_0.25,8457.125,8457.125,-682.0,439.09375,0.011902663557755742,7700.0,0.0917548881403338,23.367351995125198,500,99800.0,0.0,9139.125,,,
ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.25_base_ske_0.25_bid_mult_1.0,188398,203-ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.25_base_ske_0.25_bid_mult_1.0.py,2026-04-16T09:55:39.439000+00:00,runs/2026-04-16_05-55-39_ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.25_base_ske_0.25_bid_mult_1.0/artifact.json,runs/2026-04-16_05-55-39_ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.25_base_ske_0.25_bid_mult_1.0,8261.125,8261.125,-682.0,439.09375,0.07137771448914204,7700.0,0.08868888689476633,23.775653051483808,500,99800.0,0.0,8943.125,,,
ashv2_ask_mult_0.0_bid_half_7_bid_mult_0.5_bid_mult_0.25_flatten__1,188451,204-ashv2_ask_mult_0.0_bid_half_7_bid_mult_0.5_bid_mult_0.25_flatten__1.py,2026-04-16T09:57:34.236000+00:00,runs/2026-04-16_05-57-33_ashv2_ask_mult_0.0_bid_half_7_bid_mult_0.5_bid_mult_0.25_flatten__1/artifact.json,runs/2026-04-16_05-57-33_ashv2_ask_mult_0.0_bid_half_7_bid_mult_0.5_bid_mult_0.25_flatten__1,8837.5625,8837.5625,-682.0,439.09375,0.017809439002671415,7700.0,0.09634132558928674,23.800458554327506,500,99800.0,0.0,9519.5625,,,
ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.5_bid_half_2_bid_mult_0.0,188512,205-ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.5_bid_half_2_bid_mult_0.0.py,2026-04-16T09:59:39.402000+00:00,runs/2026-04-16_05-59-39_ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.5_bid_half_2_bid_mult_0.0/artifact.json,runs/2026-04-16_05-59-39_ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.5_bid_half_2_bid_mult_0.0,8294.34375,8294.34375,-682.0,439.09375,0.00667478851730469,7900.0,0.09042581042792922,23.070667623706328,500,99800.0,0.0,8976.34375,,,
ashv2_ask_half_2_ask_mult_0.0_ask_mult_0.75_base_ske_0.25_bid_mult_0.0,188571,206-ashv2_ask_half_2_ask_mult_0.0_ask_mult_0.75_base_ske_0.25_bid_mult_0.0.py,2026-04-16T10:01:35.506000+00:00,runs/2026-04-16_06-01-35_ashv2_ask_half_2_ask_mult_0.0_ask_mult_0.75_base_ske_0.25_bid_mult_0.0/artifact.json,runs/2026-04-16_06-01-35_ashv2_ask_half_2_ask_mult_0.0_ask_mult_0.75_base_ske_0.25_bid_mult_0.0,8342.25,8342.25,-682.0,439.09375,0.012374649694432251,7900.0,0.09110888361912822,23.036567606779816,500,99800.0,0.0,9024.25,,,
ashv2_base_ske_0.25_bid_half_7_flatten__1_flatten__0.8_imbalanc_0.4,188617,207-ashv2_base_ske_0.25_bid_half_7_flatten__1_flatten__0.8_imbalanc_0.4.py,2026-04-16T10:03:31.110000+00:00,runs/2026-04-16_06-03-30_ashv2_base_ske_0.25_bid_half_7_flatten__1_flatten__0.8_imbalanc_0.4/artifact.json,runs/2026-04-16_06-03-30_ashv2_base_ske_0.25_bid_half_7_flatten__1_flatten__0.8_imbalanc_0.4,8701.375,8701.375,-682.0,439.09375,0.025028743256389846,7700.0,0.0937058511601234,26.265475845278363,500,99800.0,0.0,9383.375,,,
ashv2_ask_half_6_ask_mult_0.75_base_ske_-0.25_bid_mult_0.5_bid_mult_0.0,188679,208-ashv2_ask_half_6_ask_mult_0.75_base_ske_-0.25_bid_mult_0.5_bid_mult_0.0.py,2026-04-16T10:05:37.055000+00:00,runs/2026-04-16_06-05-36_ashv2_ask_half_6_ask_mult_0.75_base_ske_-0.25_bid_mult_0.5_bid_mult_0.0/artifact.json,runs/2026-04-16_06-05-36_ashv2_ask_half_6_ask_mult_0.75_base_ske_-0.25_bid_mult_0.5_bid_mult_0.0,8683.28125,8683.28125,-682.0,439.09375,0.0062401960784313724,7700.0,0.09370646666016351,23.617419863460192,500,99800.0,0.0,9365.28125,,,
ashv2_ask_half_4_ask_mult_0.25_base_ske_0.25_bid_half_2_bid_mult_0.5,188730,209-ashv2_ask_half_4_ask_mult_0.25_base_ske_0.25_bid_half_2_bid_mult_0.5.py,2026-04-16T10:07:32.700000+00:00,runs/2026-04-16_06-07-32_ashv2_ask_half_4_ask_mult_0.25_base_ske_0.25_bid_half_2_bid_mult_0.5/artifact.json,runs/2026-04-16_06-07-32_ashv2_ask_half_4_ask_mult_0.25_base_ske_0.25_bid_half_2_bid_mult_0.5,8115.3125,8115.3125,-682.0,439.09375,0.04818901456756335,7900.0,0.08712817305995786,25.464421192141998,500,99800.0,0.0,8797.3125,,,
ashv2_ask_half_4_ask_mult_0.0_ask_mult_0.75_base_ske_-0.25_bid_half_1,188789,210-ashv2_ask_half_4_ask_mult_0.0_ask_mult_0.75_base_ske_-0.25_bid_half_1.py,2026-04-16T10:09:39.030000+00:00,runs/2026-04-16_06-09-38_ashv2_ask_half_4_ask_mult_0.0_ask_mult_0.75_base_ske_-0.25_bid_half_1/artifact.json,runs/2026-04-16_06-09-38_ashv2_ask_half_4_ask_mult_0.0_ask_mult_0.75_base_ske_-0.25_bid_half_1,8178.1875,8178.1875,-682.0,439.09375,0.016460582783014245,7900.0,0.08839388860032002,23.974956368778095,500,99800.0,0.0,8860.1875,,,
ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.5,188842,211-ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.5.py,2026-04-16T10:11:34.232000+00:00,runs/2026-04-16_06-11-34_ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.5/artifact.json,runs/2026-04-16_06-11-34_ashv2_ask_mult_0.5_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.5,8537.96875,8537.96875,-682.0,439.09375,0.22591165134894753,7700.0,0.09356140364842709,25.273153328722703,500,99800.0,0.0,9219.96875,,,
ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.75_bid_half_7_bid_mult_0.5,188892,212-ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.75_bid_half_7_bid_mult_0.5.py,2026-04-16T10:13:40.129000+00:00,runs/2026-04-16_06-13-39_ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.75_bid_half_7_bid_mult_0.5/artifact.json,runs/2026-04-16_06-13-39_ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.75_bid_half_7_bid_mult_0.5,8586.125,8586.125,-682.0,439.09375,0.09156344583767836,7700.0,0.09325849061661871,24.989472762921693,500,99800.0,0.0,9268.125,,,
ashv2_ask_mult_0.25_base_ske_0.5_bid_half_8_bid_mult_0.5_bid_mult_0.0,188951,213-ashv2_ask_mult_0.25_base_ske_0.5_bid_half_8_bid_mult_0.5_bid_mult_0.0.py,2026-04-16T10:15:36.448000+00:00,runs/2026-04-16_06-15-36_ashv2_ask_mult_0.25_base_ske_0.5_bid_half_8_bid_mult_0.5_bid_mult_0.0/artifact.json,runs/2026-04-16_06-15-36_ashv2_ask_mult_0.25_base_ske_0.5_bid_half_8_bid_mult_0.5_bid_mult_0.0,8568.4375,8568.4375,-682.0,439.09375,0.022488836283423897,7700.0,0.09355893480964549,24.47099975081861,500,99800.0,0.0,9250.4375,,,
ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.0_base_ske_-0.25_bid_half_6,189004,214-ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.0_base_ske_-0.25_bid_half_6.py,2026-04-16T10:17:32.455000+00:00,runs/2026-04-16_06-17-32_ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.0_base_ske_-0.25_bid_half_6/artifact.json,runs/2026-04-16_06-17-32_ashv2_ask_half_4_ask_mult_0.5_ask_mult_0.0_base_ske_-0.25_bid_half_6,8984.375,8984.375,-682.0,439.09375,0.005744570953760471,7700.0,0.0972657132685562,23.754894681514116,500,99800.0,0.0,9666.375,,,
ashv2_ask_half_4_ask_mult_0.0_ask_mult_1.0_base_ske_0.25_bid_half_6,189052,215-ashv2_ask_half_4_ask_mult_0.0_ask_mult_1.0_base_ske_0.25_bid_half_6.py,2026-04-16T10:19:41.541000+00:00,runs/2026-04-16_06-19-41_ashv2_ask_half_4_ask_mult_0.0_ask_mult_1.0_base_ske_0.25_bid_half_6/artifact.json,runs/2026-04-16_06-19-41_ashv2_ask_half_4_ask_mult_0.0_ask_mult_1.0_base_ske_0.25_bid_half_6,8983.78125,8983.78125,-682.0,439.09375,0.003827949435039698,7500.0,0.09712503185215866,23.922571263515284,500,99800.0,0.0,9665.78125,,,
ashv2_ask_half_5_ask_mult_0.75_bid_half_7_bid_mult_0.0_bid_mult_0.0,189114,216-ashv2_ask_half_5_ask_mult_0.75_bid_half_7_bid_mult_0.0_bid_mult_0.0.py,2026-04-16T10:21:36.905000+00:00,runs/2026-04-16_06-21-36_ashv2_ask_half_5_ask_mult_0.75_bid_half_7_bid_mult_0.0_bid_mult_0.0/artifact.json,runs/2026-04-16_06-21-36_ashv2_ask_half_5_ask_mult_0.75_bid_half_7_bid_mult_0.0_bid_mult_0.0,9093.28125,9093.28125,-682.0,439.09375,0.0016340593848664373,7700.0,0.09902816104701918,23.61949110616247,500,99800.0,0.0,9775.28125,,,
ashv2_ask_half_1_base_ske_0.5_flatten__18_flatten__0.8_imbalanc_0.3,189174,217-ashv2_ask_half_1_base_ske_0.5_flatten__18_flatten__0.8_imbalanc_0.3.py,2026-04-16T10:23:32.364000+00:00,runs/2026-04-16_06-23-32_ashv2_ask_half_1_base_ske_0.5_flatten__18_flatten__0.8_imbalanc_0.3/artifact.json,runs/2026-04-16_06-23-32_ashv2_ask_half_1_base_ske_0.5_flatten__18_flatten__0.8_imbalanc_0.3,7834.5,7834.5,-682.0,439.09375,0.11437535653166,8300.0,0.08628545024156659,24.62164263902409,500,99800.0,0.0,8516.5,,,
ashv2_ask_mult_0.0_ask_mult_0.25_bid_mult_0.25_flatten__4_flatten__0.85,189248,218-ashv2_ask_mult_0.0_ask_mult_0.25_bid_mult_0.25_flatten__4_flatten__0.85.py,2026-04-16T10:25:37.813000+00:00,runs/2026-04-16_06-25-37_ashv2_ask_mult_0.0_ask_mult_0.25_bid_mult_0.25_flatten__4_flatten__0.85/artifact.json,runs/2026-04-16_06-25-37_ashv2_ask_mult_0.0_ask_mult_0.25_bid_mult_0.25_flatten__4_flatten__0.85,8468.6875,8468.6875,-682.0,439.09375,0.005844468491831569,7700.0,0.09224526479090292,22.717806909417217,500,99800.0,0.0,9150.6875,,,
ashv2_ask_half_7_base_ske_0.5_bid_half_5_bid_mult_0.5_bid_mult_0.25,189297,219-ashv2_ask_half_7_base_ske_0.5_bid_half_5_bid_mult_0.5_bid_mult_0.25.py,2026-04-16T10:27:33.953000+00:00,runs/2026-04-16_06-27-33_ashv2_ask_half_7_base_ske_0.5_bid_half_5_bid_mult_0.5_bid_mult_0.25/artifact.json,runs/2026-04-16_06-27-33_ashv2_ask_half_7_base_ske_0.5_bid_half_5_bid_mult_0.5_bid_mult_0.25,8666.40625,8666.40625,-682.0,439.09375,0.014574464004909294,7700.0,0.09340353866884217,24.02774306900801,500,99800.0,0.0,9348.40625,,,
ashv2_ask_half_7_ask_mult_0.0_base_ske_0.25_bid_half_4_bid_mult_0.75,189353,220-ashv2_ask_half_7_ask_mult_0.0_base_ske_0.25_bid_half_4_bid_mult_0.75.py,2026-04-16T10:29:39.548000+00:00,runs/2026-04-16_06-29-39_ashv2_ask_half_7_ask_mult_0.0_base_ske_0.25_bid_half_4_bid_mult_0.75/artifact.json,runs/2026-04-16_06-29-39_ashv2_ask_half_7_ask_mult_0.0_base_ske_0.25_bid_half_4_bid_mult_0.75,8871.78125,8871.78125,-682.0,439.09375,0.029211219587788627,7700.0,0.09594958938601379,25.764355793563546,500,99800.0,0.0,9553.78125,,,
ashv2_ask_half_7_ask_mult_0.75_base_ske_-0.5_bid_mult_0.75_flatten__1,189407,221-ashv2_ask_half_7_ask_mult_0.75_base_ske_-0.5_bid_mult_0.75_flatten__1.py,2026-04-16T10:31:35.359000+00:00,runs/2026-04-16_06-31-35_ashv2_ask_half_7_ask_mult_0.75_base_ske_-0.5_bid_mult_0.75_flatten__1/artifact.json,runs/2026-04-16_06-31-35_ashv2_ask_half_7_ask_mult_0.75_base_ske_-0.5_bid_mult_0.75_flatten__1,8744.4375,8744.4375,-682.0,439.09375,0.01462863891042757,7700.0,0.09441888906415001,24.39040282349222,500,99800.0,0.0,9426.4375,,,
ashv2_ask_half_6_base_ske_-0.5_bid_half_5_bid_mult_1.0_flatten__1,189463,222-ashv2_ask_half_6_base_ske_-0.5_bid_half_5_bid_mult_1.0_flatten__1.py,2026-04-16T10:33:31.335000+00:00,runs/2026-04-16_06-33-31_ashv2_ask_half_6_base_ske_-0.5_bid_half_5_bid_mult_1.0_flatten__1/artifact.json,runs/2026-04-16_06-33-31_ashv2_ask_half_6_base_ske_-0.5_bid_half_5_bid_mult_1.0_flatten__1,9172.0625,9172.0625,-682.0,439.09375,0.014986216200363658,7300.0,0.09934914116078339,25.774128562883842,500,99800.0,0.0,9854.0625,,,
ashv2_ask_half_1_ask_mult_0.5_ask_mult_0.75_base_ske_0.5_bid_half_7,189531,223-ashv2_ask_half_1_ask_mult_0.5_ask_mult_0.75_base_ske_0.5_bid_half_7.py,2026-04-16T10:35:37.836000+00:00,runs/2026-04-16_06-35-37_ashv2_ask_half_1_ask_mult_0.5_ask_mult_0.75_base_ske_0.5_bid_half_7/artifact.json,runs/2026-04-16_06-35-37_ashv2_ask_half_1_ask_mult_0.5_ask_mult_0.75_base_ske_0.5_bid_half_7,8648.125,8648.125,-682.0,439.09375,0.006185069529832637,7500.0,0.09404813155901061,23.818651717044997,500,99800.0,0.0,9330.125,,,
ashv2_ask_half_4_base_ske_-0.5_bid_half_5_bid_mult_0.5_bid_mult_0.75,189589,224-ashv2_ask_half_4_base_ske_-0.5_bid_half_5_bid_mult_0.5_bid_mult_0.75.py,2026-04-16T10:37:33.879000+00:00,runs/2026-04-16_06-37-33_ashv2_ask_half_4_base_ske_-0.5_bid_half_5_bid_mult_0.5_bid_mult_0.75/artifact.json,runs/2026-04-16_06-37-33_ashv2_ask_half_4_base_ske_-0.5_bid_half_5_bid_mult_0.5_bid_mult_0.75,8866.46875,8866.46875,-682.0,439.09375,0.010029380826290398,7500.0,0.09635847438421004,24.007731735942482,500,99800.0,0.0,9548.46875,,,
ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.75_bid_half_1_flatten__12,189911,226-ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.75_bid_half_1_flatten__12.py,2026-04-16T10:50:04.236000+00:00,runs/2026-04-16_06-50-03_ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.75_bid_half_1_flatten__12/artifact.json,runs/2026-04-16_06-50-03_ashv2_ask_half_6_ask_mult_0.0_ask_mult_0.75_bid_half_1_flatten__12,8230.125,8230.125,-682.0,439.09375,0.010944832620711232,7900.0,0.08935660550704703,23.249250254186077,500,99800.0,0.0,8912.125,,,
ashv2_ask_half_4_ask_mult_0.75_base_ske_-0.5_bid_half_6_bid_mult_1.0,190043,227-ashv2_ask_half_4_ask_mult_0.75_base_ske_-0.5_bid_half_6_bid_mult_1.0.py,2026-04-16T10:56:39.588000+00:00,runs/2026-04-16_06-56-39_ashv2_ask_half_4_ask_mult_0.75_base_ske_-0.5_bid_half_6_bid_mult_1.0/artifact.json,runs/2026-04-16_06-56-39_ashv2_ask_half_4_ask_mult_0.75_base_ske_-0.5_bid_half_6_bid_mult_1.0,9043.0,9043.0,-682.0,439.09375,0.005641593408289922,7300.0,0.09842812191842518,24.313132013956984,500,99800.0,0.0,9725.0,,,
ashv2_ask_half_2_ask_mult_0.5_bid_half_5_flatten__1_flatten__6,190136,228-ashv2_ask_half_2_ask_mult_0.5_bid_half_5_flatten__1_flatten__6.py,2026-04-16T11:00:41.184000+00:00,runs/2026-04-16_07-00-41_ashv2_ask_half_2_ask_mult_0.5_bid_half_5_flatten__1_flatten__6/artifact.json,runs/2026-04-16_07-00-41_ashv2_ask_half_2_ask_mult_0.5_bid_half_5_flatten__1_flatten__6,8595.03125,8595.03125,-682.0,439.09375,0.008969264455437515,7900.0,0.09394367423047817,23.148846689061457,500,99800.0,0.0,9277.03125,,,
ashv2_ask_half_8_ask_mult_0.0_base_ske_-0.25_bid_half_7_bid_mult_0.75,190221,229-ashv2_ask_half_8_ask_mult_0.0_base_ske_-0.25_bid_half_7_bid_mult_0.75.py,2026-04-16T11:03:39.909000+00:00,runs/2026-04-16_07-03-39_ashv2_ask_half_8_ask_mult_0.0_base_ske_-0.25_bid_half_7_bid_mult_0.75/artifact.json,runs/2026-04-16_07-03-39_ashv2_ask_half_8_ask_mult_0.0_base_ske_-0.25_bid_half_7_bid_mult_0.75,8352.75,8352.75,-682.0,439.09375,0.03474756449719164,7300.0,0.08912961130367959,26.010783661292535,500,99800.0,0.0,9034.75,,,
ashv2_ask_half_4_ask_mult_0.25_base_ske_-0.25_bid_mult_0.25_flatten__1,190302,230-ashv2_ask_half_4_ask_mult_0.25_base_ske_-0.25_bid_mult_0.25_flatten__1.py,2026-04-16T11:06:38.246000+00:00,runs/2026-04-16_07-06-37_ashv2_ask_half_4_ask_mult_0.25_base_ske_-0.25_bid_mult_0.25_flatten__1/artifact.json,runs/2026-04-16_07-06-37_ashv2_ask_half_4_ask_mult_0.25_base_ske_-0.25_bid_mult_0.25_flatten__1,8531.71875,8531.71875,-682.0,439.09375,0.011881409182973701,7700.0,0.09233433419093051,23.67164743353377,500,99800.0,0.0,9213.71875,,,
ashv2_ask_half_4_ask_mult_0.0_base_ske_0.5_bid_half_5_bid_mult_0.5,190359,231-ashv2_ask_half_4_ask_mult_0.0_base_ske_0.5_bid_half_5_bid_mult_0.5.py,2026-04-16T11:08:34.030000+00:00,runs/2026-04-16_07-08-33_ashv2_ask_half_4_ask_mult_0.0_base_ske_0.5_bid_half_5_bid_mult_0.5/artifact.json,runs/2026-04-16_07-08-33_ashv2_ask_half_4_ask_mult_0.0_base_ske_0.5_bid_half_5_bid_mult_0.5,8671.46875,8671.46875,-682.0,439.09375,0.014891112610982318,7500.0,0.0936520803878528,24.145750518292623,500,99800.0,0.0,9353.46875,,,
ashv2_ask_half_4_ask_mult_0.75_base_ske_0.25_bid_half_5_bid_mult_0.0,190436,232-ashv2_ask_half_4_ask_mult_0.75_base_ske_0.25_bid_half_5_bid_mult_0.0.py,2026-04-16T11:10:40.397000+00:00,runs/2026-04-16_07-10-40_ashv2_ask_half_4_ask_mult_0.75_base_ske_0.25_bid_half_5_bid_mult_0.0/artifact.json,runs/2026-04-16_07-10-40_ashv2_ask_half_4_ask_mult_0.75_base_ske_0.25_bid_half_5_bid_mult_0.0,8773.125,8773.125,-682.0,439.09375,0.0024503571511130633,7700.0,0.09561564998564681,22.91915077299435,500,99800.0,0.0,9455.125,,,
ashv2_ask_half_2_ask_mult_0.25_base_ske_0.5_bid_half_6_bid_mult_0.5,190500,233-ashv2_ask_half_2_ask_mult_0.25_base_ske_0.5_bid_half_6_bid_mult_0.5.py,2026-04-16T11:12:36.118000+00:00,runs/2026-04-16_07-12-35_ashv2_ask_half_2_ask_mult_0.25_base_ske_0.5_bid_half_6_bid_mult_0.5/artifact.json,runs/2026-04-16_07-12-35_ashv2_ask_half_2_ask_mult_0.25_base_ske_0.5_bid_half_6_bid_mult_0.5,8202.46875,8202.46875,-682.0,439.09375,0.2225814843720965,7700.0,0.09033839204114628,24.85583574767392,500,99800.0,0.0,8884.46875,,,
ashv2_ask_half_5_ask_mult_0.0_ask_mult_0.75_base_ske_0.5_bid_half_8,190553,234-ashv2_ask_half_5_ask_mult_0.0_ask_mult_0.75_base_ske_0.5_bid_half_8.py,2026-04-16T11:14:31.617000+00:00,runs/2026-04-16_07-14-31_ashv2_ask_half_5_ask_mult_0.0_ask_mult_0.75_base_ske_0.5_bid_half_8/artifact.json,runs/2026-04-16_07-14-31_ashv2_ask_half_5_ask_mult_0.0_ask_mult_0.75_base_ske_0.5_bid_half_8,8846.3125,8846.3125,-682.0,439.09375,0.08718354430379747,7700.0,0.09603359163967906,25.586574767418785,500,99800.0,0.0,9528.3125,,,
ashv2_ask_mult_0.0_ask_mult_1.0_base_ske_0.5_bid_half_6_flatten__0.8,190635,235-ashv2_ask_mult_0.0_ask_mult_1.0_base_ske_0.5_bid_half_6_flatten__0.8.py,2026-04-16T11:16:40.760000+00:00,runs/2026-04-16_07-16-40_ashv2_ask_mult_0.0_ask_mult_1.0_base_ske_0.5_bid_half_6_flatten__0.8/artifact.json,runs/2026-04-16_07-16-40_ashv2_ask_mult_0.0_ask_mult_1.0_base_ske_0.5_bid_half_6_flatten__0.8,8549.5,8549.5,-682.0,439.09375,0.10531345565749235,7900.0,0.09333631304595531,24.728441991400356,500,99800.0,0.0,9231.5,,,
ashv2_ask_half_2_base_ske_-0.25_bid_half_1_bid_mult_0.5_bid_mult_0.25,190686,236-ashv2_ask_half_2_base_ske_-0.25_bid_half_1_bid_mult_0.5_bid_mult_0.25.py,2026-04-16T11:18:36.308000+00:00,runs/2026-04-16_07-18-35_ashv2_ask_half_2_base_ske_-0.25_bid_half_1_bid_mult_0.5_bid_mult_0.25/artifact.json,runs/2026-04-16_07-18-35_ashv2_ask_half_2_base_ske_-0.25_bid_half_1_bid_mult_0.5_bid_mult_0.25,7920.03125,7920.03125,-682.0,439.09375,0.012724064773120887,8300.0,0.0863396427081802,22.875142221846,500,99800.0,0.0,8602.03125,,,
ashv2_ask_half_8_ask_mult_0.75_base_ske_0.5_bid_half_4_bid_mult_0.0,190766,237-ashv2_ask_half_8_ask_mult_0.75_base_ske_0.5_bid_half_4_bid_mult_0.0.py,2026-04-16T11:20:32.272000+00:00,runs/2026-04-16_07-20-31_ashv2_ask_half_8_ask_mult_0.75_base_ske_0.5_bid_half_4_bid_mult_0.0/artifact.json,runs/2026-04-16_07-20-31_ashv2_ask_half_8_ask_mult_0.75_base_ske_0.5_bid_half_4_bid_mult_0.0,8687.625,8687.625,-682.0,439.09375,0.007736636293898628,7300.0,0.09273424878738577,24.594599086954894,500,99800.0,0.0,9369.625,,,
ashv2_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.75_flatten__1,190840,238-ashv2_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.75_flatten__1.py,2026-04-16T11:22:39.035000+00:00,runs/2026-04-16_07-22-38_ashv2_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.75_flatten__1/artifact.json,runs/2026-04-16_07-22-38_ashv2_ask_mult_0.25_base_ske_-0.25_bid_half_7_bid_mult_0.75_flatten__1,8863.8125,8863.8125,-682.0,439.09375,0.024206654691643143,7500.0,0.09676480946548786,25.05388187102896,500,99800.0,0.0,9545.8125,,,
ashv2_ask_half_2_ask_mult_0.5_ask_mult_0.0_bid_half_1_bid_mult_0.75,190909,239-ashv2_ask_half_2_ask_mult_0.5_ask_mult_0.0_bid_half_1_bid_mult_0.75.py,2026-04-16T11:24:33.976000+00:00,runs/2026-04-16_07-24-33_ashv2_ask_half_2_ask_mult_0.5_ask_mult_0.0_bid_half_1_bid_mult_0.75/artifact.json,runs/2026-04-16_07-24-33_ashv2_ask_half_2_ask_mult_0.5_ask_mult_0.0_bid_half_1_bid_mult_0.75,8186.46875,8186.46875,-682.0,439.09375,0.007058529577112874,7900.0,0.08924739309855677,22.718467619613353,500,99800.0,0.0,8868.46875,,,
ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_0.25_bid_half_4,190976,240-ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_0.25_bid_half_4.py,2026-04-16T11:26:39.787000+00:00,runs/2026-04-16_07-26-39_ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_0.25_bid_half_4/artifact.json,runs/2026-04-16_07-26-39_ashv2_ask_half_5_ask_mult_0.5_ask_mult_0.75_base_ske_0.25_bid_half_4,7963.09375,7963.09375,-682.0,566.28125,0.11874524914156903,7500.0,0.0834629957266704,30.29712935748258,500,99800.0,0.0,3760.5,,,
